Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
32.0,Male,102.8,1.98,168,120,61,1.24,818.0,Strength,27.8,2.8,3.0,2,26.22
40.0,Male,81.7,1.74,166,133,58,0.91,666.0,Yoga,27.0,2.7,2.0,1,26.99
28.0,Female,56.0,1.5,193,128,56,1.94,1242.0,Strength,16.7,2.7,5.0,3,24.89
51.0,Male,60.7,1.71,168,169,60,1.14,954.0,Strength,22.1,2.5,2.0,1,20.76
34.0,Female,68.4,1.5,192,132,61,1.37,904.0,Cardio,33.7,2.1,4.0,2,30.4
19.0,Male,127.9,1.93,185,168,70,1.27,1173.0,Strength,,3.0,4.0,2,34.34
47.0,Male,127.1,1.76,199,157,73,0.71,552.0,Strength,24.9,3.0,2.0,1,41.03
42.0,Male,63.3,1.77,183,134,59,1.32,876.0,HIIT,25.7,3.3,3.0,2,20.2
,Female,57.4,1.71,168,143,61,1.87,1337.0,Strength,18.3,2.7,5.0,3,19.63
26.0,Male,125.5,1.76,176,163,66,1.15,1031.0,Yoga,23.2,3.1,4.0,2,40.52
38.0,Female,57.7,1.56,185,132,54,1.64,1082.0,HIIT,16.6,2.7,5.0,3,23.71
41.0,Male,67.0,1.77,161,149,50,1.22,900.0,HIIT,25.6,2.6,3.0,2,21.39
,Male,61.0,1.63,170,124,74,0.54,331.0,Cardio,20.0,3.4,3.0,1,22.96
19.0,Female,50.6,1.68,193,145,64,1.21,877.0,Yoga,30.6,2.1,3.0,2,17.93
56.0,Male,129.5,1.95,160,129,66,1.0,639.0,Strength,25.2,3.5,2.0,1,34.06
54.0,Male,114.9,1.92,188,135,71,1.2,802.0,HIIT,20.7,2.6,4.0,2,31.17
51.0,Female,77.3,1.58,171,168,68,0.97,733.0,Cardio,31.1,2.0,2.0,1,30.96
54.0,Female,75.6,1.61,180,155,52,1.41,983.0,Yoga,34.9,2.5,4.0,2,29.17
,Male,86.6,1.99,182,153,70,1.98,1500.0,Strength,10.6,3.5,4.0,3,21.87
45.0,Female,58.2,1.7,168,160,53,0.95,684.0,Yoga,26.8,2.0,3.0,1,20.14
33.0,Male,117.0,1.61,166,130,55,1.04,744.0,HIIT,25.1,2.4,3.0,2,45.14
33.0,Male,102.6,1.75,186,140,53,1.4,1078.0,HIIT,27.9,2.2,3.0,2,33.5
34.0,Female,68.4,1.5,192,132,61,1.37,904.0,Cardio,33.7,2.1,4.0,2,30.4
44.0,Female,42.8,1.78,167,159,64,1.49,1066.0,Strength,25.3,2.6,3.0,2,13.51
52.0,Female,61.5,1.69,160,152,63,1.8,1231.0,Cardio,15.5,2.7,4.0,3,21.53
42.0,Male,88.4,1.93,188,158,65,1.68,1314.0,Yoga,12.4,3.5,4.0,3,23.73
21.0,Male,101.2,1.84,181,132,50,1.3,944.0,Yoga,24.3,3.3,2.0,1,29.89
27.0,Male,87.5,1.63,183,135,74,1.75,1299.0,Strength,12.9,3.5,5.0,3,32.93
44.0,Male,102.3,1.63,188,129,52,1.34,856.0,Yoga,20.9,2.6,4.0,2,38.5
39.0,Male,86.2,1.82,191,160,72,1.96,1725.0,Strength,10.2,3.5,5.0,3,26.02
32.0,Female,70.5,1.62,177,122,58,1.24,756.0,Strength,28.4,1.8,2.0,1,26.86
56.0,Male,93.6,1.66,177,151,52,1.37,1024.0,Strength,29.0,2.2,2.0,1,33.97
19.0,Male,85.9,1.85,195,156,62,1.66,1424.0,Strength,12.9,3.5,4.0,3,25.1
23.0,Male,83.8,1.99,179,130,71,1.79,1280.0,Cardio,11.0,3.5,4.0,3,21.16
18.0,Female,57.2,1.75,193,160,74,1.29,1032.0,Cardio,33.5,2.4,3.0,2,18.68
20.0,Female,71.3,1.69,167,163,52,1.28,1043.0,Strength,33.4,2.3,3.0,2,24.96
50.0,Male,50.6,1.69,162,156,60,1.31,1012.0,Cardio,23.8,3.0,2.0,1,17.72
,Female,58.5,1.79,195,131,71,1.42,837.0,Yoga,30.3,2.4,4.0,2,18.26
36.0,Male,88.0,1.71,185,160,73,1.87,1646.0,HIIT,12.0,3.5,5.0,3,30.09
43.0,Female,40.5,1.74,187,143,51,1.5,965.0,HIIT,32.9,2.2,3.0,2,13.38
42.0,Male,79.3,1.93,181,147,50,1.22,888.0,Cardio,27.3,3.3,2.0,1,21.29
41.0,Female,55.0,1.55,175,169,65,1.45,1103.0,Strength,31.4,2.0,4.0,2,22.89
54.0,Female,64.2,1.69,188,131,69,1.69,996.0,Yoga,16.5,2.7,4.0,3,22.48
28.0,Male,87.0,1.76,197,121,60,1.2,799.0,Yoga,28.4,3.5,3.0,2,28.09
59.0,Male,122.3,1.89,178,153,51,0.66,500.0,Yoga,20.1,3.1,3.0,1,34.24
21.0,Female,72.6,1.68,162,127,70,1.19,756.0,Cardio,34.2,1.8,3.0,2,25.72
32.0,Female,68.1,1.66,167,122,54,1.11,677.0,Cardio,33.4,2.3,4.0,2,24.71
47.0,Male,98.2,1.9,199,148,64,0.76,557.0,HIIT,22.9,3.0,3.0,1,27.2
57.0,Female,64.4,1.56,177,144,73,1.52,985.0,Cardio,17.8,2.7,5.0,3,26.46
43.0,Male,82.7,1.85,187,142,50,1.22,858.0,Yoga,,3.1,4.0,2,24.16
30.0,Male,91.4,1.99,171,152,60,1.37,1145.0,HIIT,23.0,3.7,3.0,2,23.08
40.0,Male,63.0,2.0,176,161,71,1.42,1257.0,Strength,26.8,2.9,4.0,2,15.75
35.0,Male,96.9,1.71,188,145,72,1.34,1069.0,Strength,24.2,2.9,,2,33.14
50.0,Male,90.8,1.71,173,153,62,1.07,810.0,Yoga,22.6,3.4,4.0,2,31.05
18.0,Male,118.6,1.64,188,134,67,0.94,693.0,Cardio,25.6,2.7,3.0,1,44.1
23.0,Male,121.3,1.85,196,167,53,0.72,661.0,Yoga,21.6,3.6,2.0,1,35.44
28.0,Male,84.8,1.79,182,138,55,1.35,1025.0,Cardio,28.8,2.3,4.0,2,26.47
48.0,Female,52.3,1.66,174,130,71,0.74,433.0,Yoga,33.0,1.8,3.0,1,18.98
19.0,Male,89.0,1.77,175,127,72,1.5,1048.0,Strength,28.9,3.7,4.0,2,28.41
19.0,Male,110.8,1.91,161,149,54,1.31,1074.0,Strength,23.3,2.9,2.0,1,30.37
50.0,Female,69.3,1.68,182,135,51,1.2,729.0,HIIT,30.3,2.0,2.0,1,24.55
57.0,Male,83.4,1.65,172,166,67,1.57,1290.0,HIIT,13.3,3.5,4.0,3,30.63
55.0,Male,87.5,1.88,191,134,73,1.19,789.0,Yoga,27.2,2.6,4.0,2,24.76
36.0,Male,123.7,1.69,185,138,73,1.3,987.0,Cardio,20.4,2.1,4.0,2,43.31
49.0,Male,88.6,2.0,162,127,56,1.83,1150.0,Cardio,14.9,3.5,4.0,3,22.15
23.0,Male,108.6,1.92,197,134,50,0.89,656.0,Yoga,25.8,3.5,2.0,1,29.46
20.0,Male,74.8,1.75,184,121,73,1.33,885.0,Yoga,25.0,3.3,3.0,2,24.42
57.0,Female,43.8,1.75,180,160,73,1.39,1001.0,Cardio,25.1,1.7,2.0,1,14.3
31.0,Female,61.1,1.76,189,150,67,1.81,1358.0,Yoga,18.6,2.7,4.0,3,19.72
59.0,Male,122.3,1.89,178,153,51,0.66,500.0,Yoga,20.1,3.1,3.0,1,34.24
23.0,Female,41.9,1.58,163,132,67,0.56,370.0,HIIT,26.8,1.8,3.0,1,16.78
46.0,Female,60.1,1.65,175,137,69,1.69,1042.0,Cardio,17.3,2.7,4.0,3,22.08
33.0,Female,64.1,1.63,186,120,74,1.58,948.0,Strength,16.4,2.7,5.0,3,24.13
24.0,Female,42.0,1.75,174,144,55,0.83,598.0,Strength,,2.3,3.0,1,13.71
58.0,Male,109.7,1.75,181,168,54,1.01,840.0,HIIT,22.1,2.7,2.0,1,35.82
28.0,Female,69.6,1.58,182,135,50,1.49,1006.0,Cardio,27.8,2.0,3.0,2,27.88
56.0,Male,84.6,1.63,184,141,52,1.01,705.0,HIIT,20.2,2.9,4.0,2,31.84
51.0,Female,74.6,1.55,177,132,50,0.71,422.0,Cardio,,2.1,2.0,1,31.05
21.0,Female,60.0,1.7,179,123,52,1.97,1212.0,Strength,,2.7,5.0,3,20.76
43.0,Female,58.2,1.61,179,124,54,1.04,580.0,Strength,26.4,2.6,3.0,2,22.45
38.0,Male,61.3,1.97,177,146,51,1.37,1100.0,Cardio,23.5,2.8,3.0,1,15.8
28.0,Male,86.9,1.78,164,134,68,1.29,951.0,HIIT,24.9,3.7,4.0,2,27.43
53.0,Male,84.2,1.76,165,137,69,1.67,1133.0,Cardio,12.8,3.5,5.0,3,27.18
57.0,Male,96.3,1.86,168,146,74,1.1,795.0,Strength,27.6,2.2,3.0,2,27.84
47.0,Female,61.9,1.54,190,131,61,1.95,1150.0,Yoga,16.4,2.7,,3,26.1
48.0,Female,68.2,1.69,170,159,73,0.75,537.0,HIIT,28.4,2.5,3.0,1,23.88
52.0,Female,64.9,1.51,164,165,68,1.83,1359.0,HIIT,18.2,2.7,4.0,3,28.46
34.0,Female,59.0,1.62,178,150,56,1.13,847.0,Cardio,30.9,2.4,4.0,2,22.48
28.0,Female,62.4,1.6,178,129,62,1.1,710.0,Strength,34.1,1.7,,2,24.37
24.0,Female,52.6,1.57,169,166,60,1.29,1071.0,HIIT,31.9,2.4,2.0,1,21.34
45.0,Male,80.8,1.76,183,131,54,1.7,1102.0,Yoga,11.4,3.5,4.0,3,26.08
34.0,Male,92.0,1.76,175,143,73,0.73,574.0,Yoga,,3.5,3.0,1,29.7
27.0,Male,106.4,1.86,182,123,50,1.34,907.0,Cardio,,3.1,2.0,1,30.76
29.0,Male,87.0,1.86,177,123,72,1.52,1028.0,Yoga,11.0,3.5,4.0,3,25.15
58.0,Female,63.0,1.78,176,154,73,1.58,1095.0,HIIT,17.5,2.7,4.0,3,19.88
51.0,Female,78.1,1.51,193,134,74,0.92,555.0,Strength,31.1,2.6,3.0,1,34.25
41.0,Female,76.7,1.79,172,132,56,1.4,832.0,Yoga,34.0,2.0,4.0,2,23.94
52.0,Male,116.5,1.69,198,148,51,0.53,388.0,Cardio,27.3,2.4,2.0,1,40.79
47.0,Female,41.6,1.58,160,163,68,1.03,756.0,Yoga,26.6,2.1,4.0,2,16.66
56.0,Male,129.0,1.78,194,126,64,1.29,805.0,Yoga,27.1,2.7,2.0,1,40.71
37.0,Male,76.9,1.82,192,121,50,1.49,992.0,Strength,24.5,2.8,4.0,2,23.22
46.0,Female,58.0,1.53,196,140,62,1.83,1153.0,Cardio,18.4,2.7,4.0,3,24.78
39.0,Male,58.3,1.93,165,136,58,1.35,1010.0,Cardio,27.4,3.7,4.0,2,15.65
40.0,Female,63.5,1.61,163,159,59,1.31,1041.0,Cardio,33.4,1.6,3.0,2,24.5
56.0,Female,58.0,1.68,168,156,74,1.59,1116.0,HIIT,15.5,2.7,5.0,3,20.55
52.0,Female,79.4,1.59,166,163,59,1.39,1020.0,Strength,,1.5,3.0,2,31.41
,Male,76.4,1.79,177,156,73,1.17,1004.0,Strength,21.3,2.7,3.0,2,23.84
21.0,Male,62.6,1.81,164,150,62,1.3,1072.0,Strength,27.6,3.5,4.0,2,19.11
44.0,Male,102.3,1.63,188,129,52,1.34,856.0,Yoga,20.9,2.6,,2,38.5
43.0,Female,61.5,1.58,165,149,50,1.86,1247.0,HIIT,16.8,2.7,5.0,3,24.64
45.0,Female,73.5,1.74,181,152,50,1.18,807.0,Cardio,30.0,2.3,4.0,2,24.28
55.0,Female,79.7,1.66,195,160,68,1.06,763.0,Cardio,27.8,1.9,2.0,1,28.92
38.0,Female,40.6,1.79,195,161,55,0.62,499.0,Cardio,26.8,2.7,2.0,1,12.67
,Male,105.0,1.88,174,156,67,1.34,1150.0,Cardio,21.4,2.3,3.0,2,29.71
30.0,Male,67.9,1.75,180,168,67,1.25,1155.0,Yoga,29.1,3.1,2.0,1,22.17
43.0,Male,55.5,1.82,160,124,66,1.08,663.0,Strength,20.1,2.0,3.0,1,16.76
34.0,Male,124.6,1.63,161,136,66,1.41,1055.0,HIIT,27.6,2.8,,2,46.9
57.0,Male,83.4,1.65,172,166,67,1.57,1290.0,HIIT,13.3,3.5,4.0,3,30.63
54.0,Male,54.6,1.76,160,137,56,1.28,868.0,Cardio,27.4,3.3,4.0,2,17.63
20.0,Female,44.2,1.61,177,122,69,1.08,659.0,HIIT,32.4,2.5,2.0,1,17.05
23.0,Male,57.7,1.71,179,149,58,1.15,942.0,Strength,27.0,3.4,3.0,2,19.73
50.0,Female,73.6,1.55,183,145,74,0.89,581.0,HIIT,33.9,2.1,3.0,1,30.63
54.0,Male,125.9,1.94,199,132,73,1.35,882.0,Strength,28.5,2.9,3.0,2,33.45
34.0,Female,74.2,1.57,178,158,52,1.47,1161.0,Cardio,,2.4,3.0,1,30.1
24.0,Female,40.4,1.64,168,168,55,0.99,832.0,HIIT,31.0,1.9,2.0,1,15.02
20.0,Male,111.0,1.94,170,156,50,1.02,875.0,Cardio,27.6,3.3,4.0,2,29.49
38.0,Male,46.9,1.74,198,167,64,1.03,946.0,Strength,20.0,2.6,4.0,2,15.49
50.0,Male,64.5,1.79,163,130,61,1.17,753.0,Yoga,28.1,2.4,4.0,2,20.13
34.0,Male,52.0,1.78,171,130,53,1.38,987.0,Strength,22.4,2.7,4.0,2,16.41
22.0,Male,86.2,1.9,186,128,58,1.91,1345.0,Strength,11.7,3.5,5.0,3,23.88
32.0,Male,68.3,1.92,168,165,54,1.42,1289.0,Strength,29.9,3.5,2.0,1,18.53
35.0,Male,102.5,1.94,183,158,64,0.84,730.0,Cardio,21.1,2.4,2.0,1,27.23
45.0,Female,65.4,1.68,196,129,66,0.76,441.0,HIIT,35.0,2.6,3.0,1,23.17
28.0,Female,72.9,1.67,197,147,74,1.13,831.0,Cardio,,2.2,3.0,2,26.14
37.0,Male,124.2,1.76,168,158,50,1.5,1304.0,HIIT,,2.8,2.0,1,40.1
49.0,Female,69.3,1.62,191,122,62,1.14,626.0,HIIT,28.8,1.9,4.0,2,26.41
49.0,Male,46.5,1.72,169,120,72,1.4,832.0,Yoga,22.2,2.6,4.0,2,15.72
29.0,Male,88.0,1.89,199,137,54,1.75,1319.0,Cardio,13.3,3.5,5.0,3,24.64
38.0,Female,49.7,1.51,179,145,65,1.25,906.0,HIIT,32.6,2.5,3.0,1,21.8
44.0,Female,48.0,1.76,189,124,52,0.88,491.0,Yoga,28.6,2.6,2.0,1,15.5
42.0,Male,85.2,1.81,189,151,65,1.54,1151.0,Yoga,13.7,3.5,5.0,3,26.01
35.0,Female,78.9,1.64,196,164,70,1.28,1050.0,Cardio,25.3,2.6,4.0,2,29.34
25.0,Female,77.7,1.55,184,120,52,0.55,330.0,Yoga,,1.7,2.0,1,32.34
41.0,Female,43.8,1.77,182,165,58,1.19,884.0,Cardio,31.9,1.6,3.0,1,13.98
35.0,Male,85.6,1.85,185,135,55,1.78,1322.0,Strength,14.5,3.5,5.0,3,25.01
44.0,Male,102.3,1.63,188,129,52,1.34,856.0,Yoga,20.9,2.6,4.0,2,38.5
49.0,Male,57.8,1.99,183,161,67,0.93,741.0,HIIT,24.7,3.1,3.0,1,14.6
39.0,Male,93.4,1.7,191,155,50,1.1,938.0,Strength,,2.5,4.0,2,32.32
54.0,Male,54.6,1.76,160,137,56,1.28,868.0,Cardio,27.4,3.3,4.0,2,17.63
47.0,Male,73.9,1.8,173,140,50,1.36,942.0,Strength,28.3,3.7,3.0,1,22.81
50.0,Male,52.2,1.84,195,124,52,1.38,847.0,Strength,28.2,3.1,4.0,2,15.42
48.0,Male,73.7,1.61,172,121,63,1.36,815.0,Cardio,,3.6,4.0,2,28.43
46.0,Female,56.9,1.6,185,143,65,0.88,566.0,Cardio,27.7,1.6,3.0,1,22.23
22.0,Male,107.4,1.74,195,138,63,1.34,1017.0,Strength,22.0,2.2,2.0,1,35.47
40.0,Male,60.2,1.88,183,141,61,1.22,946.0,Cardio,25.2,3.0,3.0,2,17.03
53.0,Male,68.5,1.97,194,139,69,1.3,894.0,HIIT,23.2,2.1,3.0,2,17.65
27.0,Male,88.5,1.98,161,153,53,1.8,1515.0,Cardio,,3.5,4.0,3,22.57
,Male,82.4,1.72,166,137,53,1.01,685.0,Strength,24.4,2.7,4.0,2,27.85
54.0,Female,70.7,1.57,198,163,65,1.14,836.0,Cardio,31.8,2.1,3.0,1,28.68
48.0,Male,80.6,1.77,198,167,66,1.51,1248.0,Cardio,12.9,3.5,4.0,3,25.73
19.0,Male,82.4,1.96,174,169,62,1.9,1766.0,HIIT,10.1,3.5,5.0,3,21.45
40.0,Female,55.1,1.61,184,158,64,1.55,1224.0,Yoga,16.9,2.7,4.0,3,21.26
22.0,Female,78.7,1.52,173,166,74,1.45,1204.0,Strength,31.5,2.3,3.0,2,34.06
41.0,Male,120.8,1.67,188,146,54,0.82,593.0,HIIT,20.5,3.0,2.0,1,43.31
39.0,Female,55.9,1.71,184,148,59,1.95,1443.0,Yoga,19.5,2.7,5.0,3,19.12
54.0,Male,116.4,2.0,184,123,65,1.13,688.0,Yoga,26.2,3.1,,1,29.1
,Male,46.5,1.72,169,120,72,1.4,832.0,Yoga,22.2,2.6,4.0,2,15.72
46.0,Male,59.4,1.68,165,147,62,1.16,844.0,Strength,20.2,2.5,4.0,2,21.05
,Male,57.8,1.99,183,161,67,0.93,741.0,HIIT,24.7,3.1,3.0,1,14.6
32.0,Female,59.0,1.66,184,160,64,0.51,408.0,Cardio,31.0,1.8,2.0,1,21.41
19.0,Female,73.9,1.77,198,137,64,1.28,877.0,Strength,32.5,2.6,3.0,2,23.59
,Male,82.7,1.99,179,146,59,1.69,1357.0,HIIT,14.6,3.5,5.0,3,20.88
32.0,Male,89.8,1.92,199,168,67,1.93,1783.0,Strength,10.6,3.5,4.0,3,24.36
52.0,Male,104.8,1.99,187,130,67,0.93,598.0,Cardio,24.0,2.0,2.0,1,26.46
43.0,Female,42.7,1.66,173,134,53,0.73,440.0,Yoga,33.9,1.9,2.0,1,15.5
50.0,Female,56.5,1.6,196,140,61,1.88,1184.0,Yoga,19.2,2.7,5.0,3,22.07
45.0,Female,41.2,1.58,195,168,71,1.47,1111.0,HIIT,28.7,2.6,,1,16.5
19.0,Female,50.6,1.68,193,145,64,1.21,877.0,Yoga,30.6,2.1,3.0,2,17.93
34.0,Male,65.9,1.62,199,164,56,0.81,731.0,Yoga,28.8,2.2,2.0,1,25.11
40.0,Female,63.5,1.61,163,159,59,1.31,1041.0,Cardio,33.4,1.6,3.0,2,24.5
49.0,Male,79.2,1.72,194,128,69,1.46,925.0,Yoga,,3.3,3.0,1,26.77
39.0,Male,93.4,1.7,191,155,50,1.1,938.0,Strength,21.1,2.5,4.0,2,32.32
42.0,Female,57.7,1.57,167,122,52,1.83,1005.0,Cardio,17.7,2.7,4.0,3,23.41
21.0,Male,101.5,1.95,171,131,69,0.97,699.0,Yoga,27.9,3.1,3.0,1,26.69
47.0,Female,66.8,1.75,199,146,56,1.13,742.0,Strength,32.8,2.5,,2,21.81
49.0,Female,40.0,1.65,188,148,74,1.03,686.0,Yoga,34.3,2.5,3.0,2,14.69
41.0,Female,71.2,1.64,165,147,54,1.42,939.0,HIIT,30.9,2.3,3.0,2,26.47
38.0,Female,45.2,1.68,193,144,58,1.01,727.0,HIIT,29.9,2.4,3.0,2,16.01
49.0,Male,79.2,1.72,194,128,69,1.46,925.0,Yoga,29.9,3.3,3.0,1,26.77
,Male,105.7,1.64,198,155,59,1.2,921.0,Cardio,29.5,3.1,,2,39.3
18.0,Male,118.6,1.64,188,134,67,0.94,693.0,Cardio,25.6,2.7,3.0,1,44.1
35.0,Male,127.1,1.62,187,128,69,1.02,718.0,Strength,23.3,3.4,4.0,2,48.43
18.0,Female,72.7,1.55,172,125,56,0.84,525.0,Cardio,29.8,2.0,3.0,1,30.26
40.0,Male,60.2,1.88,183,141,61,1.22,946.0,Cardio,25.2,3.0,3.0,2,17.03
53.0,Male,94.1,1.95,177,138,50,0.89,608.0,HIIT,28.6,3.5,3.0,1,24.75
49.0,Male,57.8,1.99,183,161,67,0.93,741.0,HIIT,24.7,3.1,3.0,1,14.6
22.0,Female,61.8,1.52,169,166,61,1.83,1519.0,Yoga,17.0,2.7,5.0,3,26.75
28.0,Female,67.3,1.67,171,157,74,0.61,479.0,Strength,,2.3,3.0,1,24.13
52.0,Male,74.0,1.63,174,150,50,1.26,936.0,Cardio,25.7,3.7,3.0,2,27.85
59.0,Male,85.5,1.67,190,144,71,1.99,1418.0,Cardio,15.0,3.5,5.0,3,30.66
24.0,Female,40.4,1.64,168,168,55,0.99,832.0,HIIT,31.0,1.9,2.0,1,15.02
23.0,Male,83.8,1.99,179,130,71,1.79,1280.0,Cardio,11.0,3.5,4.0,3,21.16
54.0,Female,75.6,1.72,194,154,60,0.97,672.0,Cardio,26.4,1.9,3.0,1,25.55
27.0,Female,69.5,1.76,171,121,66,0.94,569.0,Strength,34.4,2.0,3.0,1,22.44
22.0,Male,110.5,1.92,172,144,55,1.16,919.0,HIIT,20.2,3.3,3.0,2,29.98
57.0,Male,85.6,1.69,189,133,50,1.76,1159.0,Yoga,12.7,3.5,5.0,3,29.97
52.0,Male,85.6,1.74,182,145,56,1.84,1321.0,Yoga,,3.5,4.0,3,28.27
18.0,Male,118.6,1.64,188,134,67,0.94,693.0,Cardio,25.6,2.7,3.0,1,44.1
44.0,Male,89.3,1.99,192,135,58,1.4,936.0,HIIT,26.3,2.0,4.0,2,22.55
30.0,Male,101.0,1.68,182,134,61,1.46,1076.0,Strength,28.2,2.9,4.0,2,35.79
,Male,96.3,1.86,168,146,74,1.1,795.0,Strength,27.6,2.2,3.0,2,27.84
25.0,Female,57.8,1.56,170,156,66,1.35,1053.0,Yoga,29.3,1.6,3.0,2,23.75
19.0,Female,64.0,1.53,166,167,58,1.33,1111.0,HIIT,29.8,2.3,3.0,2,27.34
57.0,Female,64.0,1.52,170,129,52,1.73,1004.0,Strength,15.2,2.7,5.0,3,27.7
35.0,Female,50.4,1.6,195,156,59,1.03,803.0,Cardio,29.1,1.9,4.0,2,19.69
42.0,Female,57.5,1.67,192,149,55,1.14,764.0,Yoga,34.1,2.4,2.0,1,20.62
43.0,Female,72.7,1.8,162,166,50,0.79,590.0,Cardio,32.8,2.1,3.0,1,22.44
52.0,Male,72.3,1.94,171,121,56,1.46,874.0,Yoga,21.1,2.9,3.0,2,19.21
37.0,Female,69.5,1.5,196,130,66,0.69,448.0,Cardio,32.8,2.4,2.0,1,30.89
36.0,Male,70.3,1.72,174,169,73,1.49,1385.0,Cardio,21.3,2.3,3.0,2,23.76
41.0,Female,76.7,1.79,172,132,56,1.4,832.0,Yoga,34.0,2.0,4.0,2,23.94
43.0,Female,68.6,1.52,173,137,68,1.42,875.0,Yoga,28.1,2.6,4.0,2,29.69
29.0,Male,58.6,1.61,198,122,72,1.2,805.0,Yoga,23.4,2.0,3.0,2,22.61
37.0,Male,75.1,1.82,189,127,60,1.23,859.0,Yoga,26.4,3.2,4.0,2,22.67
19.0,Female,65.2,1.52,188,130,71,1.23,800.0,Cardio,30.6,2.4,3.0,1,28.22
21.0,Male,74.2,1.93,187,141,56,1.32,1024.0,HIIT,28.3,2.5,3.0,2,19.92
56.0,Female,67.7,1.58,189,142,52,1.45,927.0,Strength,32.7,1.9,2.0,1,27.12
29.0,Male,106.5,1.81,177,156,60,1.29,1107.0,Cardio,25.7,2.5,4.0,2,32.51
59.0,Male,89.4,1.72,188,152,67,1.08,813.0,Yoga,24.5,3.2,3.0,1,30.22
56.0,Male,89.0,1.68,176,152,65,1.77,1332.0,Yoga,10.5,3.5,5.0,3,31.53
36.0,Male,99.9,1.99,189,147,73,1.33,1075.0,Yoga,20.9,2.5,3.0,1,25.23
22.0,Female,40.3,1.56,192,121,57,1.45,877.0,HIIT,30.8,2.1,4.0,2,16.56
47.0,Female,68.7,1.76,161,137,66,1.37,845.0,Strength,27.7,2.4,3.0,2,22.18
28.0,Male,87.0,1.76,197,121,60,1.2,799.0,Yoga,28.4,3.5,3.0,2,28.09
52.0,Female,65.9,1.52,188,139,53,1.27,794.0,Cardio,27.0,2.3,4.0,2,28.52
25.0,Female,64.4,1.71,179,167,61,1.12,935.0,HIIT,27.1,1.8,3.0,1,22.02
46.0,Female,56.9,1.6,185,143,65,0.88,566.0,Cardio,27.7,1.6,3.0,1,22.23
43.0,Female,72.7,1.8,162,166,50,0.79,590.0,Cardio,32.8,2.1,3.0,1,22.44
49.0,Male,77.7,1.61,160,158,50,1.03,806.0,Strength,26.7,3.4,3.0,2,29.98
24.0,Female,62.9,1.79,180,135,59,1.42,958.0,Cardio,27.3,2.3,4.0,2,19.63
39.0,Female,64.3,1.69,190,148,58,1.25,925.0,HIIT,26.9,1.9,4.0,2,22.51
42.0,Male,79.3,1.93,181,147,50,1.22,888.0,Cardio,27.3,3.3,2.0,1,21.29
18.0,Female,72.2,1.54,194,125,54,0.97,606.0,Strength,27.1,1.7,2.0,1,30.44
33.0,Female,40.5,1.63,181,147,66,1.07,786.0,Yoga,31.9,1.5,4.0,2,15.24
54.0,Male,86.5,1.76,189,158,68,1.48,1158.0,Yoga,29.0,3.4,,2,27.92
27.0,Male,76.7,1.7,196,150,56,0.96,792.0,HIIT,29.1,2.1,3.0,1,26.54
36.0,Female,60.0,1.72,161,128,51,1.63,1043.0,Strength,18.2,2.7,5.0,3,20.28
52.0,Male,74.0,1.63,174,150,50,1.26,936.0,Cardio,25.7,3.7,3.0,2,27.85
42.0,Female,46.6,1.77,184,139,63,0.61,382.0,Yoga,28.1,2.6,2.0,1,14.87
33.0,Female,56.4,1.54,165,155,63,1.06,822.0,Strength,29.2,1.5,3.0,1,23.78
59.0,Male,88.1,1.76,187,168,74,1.35,1123.0,Strength,26.9,3.0,3.0,2,28.44
43.0,Female,61.5,1.58,165,149,50,1.86,1247.0,HIIT,16.8,2.7,5.0,3,24.64
40.0,Male,60.2,1.88,183,141,61,1.22,946.0,Cardio,25.2,3.0,3.0,2,17.03
49.0,Male,70.2,1.89,194,127,51,0.7,440.0,Yoga,29.6,2.6,3.0,1,19.65
57.0,Female,75.6,1.67,186,153,65,1.05,723.0,Cardio,31.6,1.8,3.0,2,27.11
45.0,Female,73.5,1.74,181,152,50,1.18,807.0,Cardio,30.0,2.3,4.0,2,24.28
30.0,Female,77.9,1.77,166,130,62,1.41,916.0,Cardio,27.9,2.6,4.0,2,24.87
28.0,Male,66.0,1.9,175,158,56,1.18,1025.0,HIIT,24.1,3.0,3.0,1,18.28
55.0,Female,70.8,1.62,166,162,68,0.54,394.0,Strength,26.0,1.8,3.0,1,26.98
33.0,Male,81.8,1.99,184,137,51,1.59,1198.0,Strength,10.5,3.5,4.0,3,20.66
34.0,Male,110.5,1.86,188,139,62,1.42,1086.0,Cardio,22.3,3.6,2.0,1,31.94
43.0,Female,53.1,1.59,187,136,72,0.82,502.0,Strength,29.5,2.5,2.0,1,21.0
31.0,Female,66.6,1.67,184,137,71,1.02,699.0,Yoga,31.0,1.5,4.0,2,23.88
54.0,Male,117.2,1.62,172,143,56,1.04,736.0,HIIT,23.1,2.3,4.0,2,44.66
50.0,Female,58.1,1.58,199,120,50,1.93,1042.0,Yoga,19.3,2.7,5.0,3,23.27
39.0,Female,56.0,1.6,184,151,69,0.89,672.0,Yoga,32.6,2.0,2.0,1,21.87
27.0,Male,104.3,1.68,162,135,62,1.28,950.0,Cardio,29.7,3.5,,2,36.95
32.0,Female,70.5,1.62,177,122,58,1.24,756.0,Strength,28.4,1.8,2.0,1,26.86
